Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","036","Australia","6226","Value","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.667","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","036","Australia","6226","Value","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.067","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","036","Australia","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","0.7","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","036","Australia","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","0.7","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","036","Australia","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","0.7","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","036","Australia","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","0.7","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","036","Australia","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2017","2017","million No","0.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","036","Australia","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2018","2018","million No","0.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","036","Australia","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2019","2019","million No","0.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","036","Australia","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2020","2020","million No","0.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","040","Austria","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","2.772","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","040","Austria","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","2.848","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","040","Austria","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","2.818","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","040","Austria","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","2.981","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","040","Austria","6226","Value","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.229","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","040","Austria","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.612","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","040","Austria","6226","Value","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.36","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","040","Austria","6226","Value","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.698","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","040","Austria","6226","Value","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.819","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","040","Austria","6226","Value","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.055","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","040","Austria","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","0.6","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","040","Austria","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","0.8","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","040","Austria","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","0.8","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","040","Austria","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","0.8","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","040","Austria","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2017","2017","million No","0.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","040","Austria","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2018","2018","million No","0.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","040","Austria","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2019","2019","million No","0.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","040","Austria","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2020","2020","million No","0.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","031","Azerbaijan","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","2.348","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","031","Azerbaijan","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","2.399","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","031","Azerbaijan","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","2.459","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","031","Azerbaijan","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","2.533","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","031","Azerbaijan","6226","Value","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.448","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","031","Azerbaijan","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.729","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","031","Azerbaijan","6226","Value","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.463","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","031","Azerbaijan","6226","Value","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.317","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","031","Azerbaijan","6226","Value","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.26","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","031","Azerbaijan","6226","Value","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.132","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","031","Azerbaijan","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","0","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","031","Azerbaijan","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","0","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","031","Azerbaijan","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","0","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","031","Azerbaijan","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","0","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","031","Azerbaijan","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2017","2017","million No","0","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","031","Azerbaijan","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2018","2018","million No","0","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","031","Azerbaijan","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2019","2019","million No","0","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","031","Azerbaijan","6132","Value","7006","Number of people unable to afford a healthy diet (million)","2020","2020","million No","0","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","044","Bahamas","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","4.276","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","044","Bahamas","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","4.387","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","044","Bahamas","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","4.364","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","044","Bahamas","6226","Value","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","4.488","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","044","Bahamas","6226","Value","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.574","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","044","Bahamas","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.848","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","044","Bahamas","6226","Value","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.656","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","044","Bahamas","6226","Value","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.716","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","044","Bahamas","6226","Value","7011","Cost of fruits","2017","2017","PPP dollar per person per day","1.03","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","044","Bahamas","6226","Value","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.453","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","044","Bahamas","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","044","Bahamas","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","044","Bahamas","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","044","Bahamas","6121","Value","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","","O","Missing value"
