"speccode","species","fbname"
858,"Carcharhinus albimarginatus","Silvertip shark"
861,"Carcharhinus amblyrhynchos","Blacktail reef shark"
862,"Carcharhinus amboinensis","Pigeye shark"
864,"Carcharhinus brachyurus","Copper shark"
868,"Carcharhinus falciformis","Silky shark"
870,"Carcharhinus galapagensis","Galapagos shark"
873,"Carcharhinus leucas","Bull shark"
875,"Carcharhinus longimanus","Oceanic whitetip shark"
877,"Carcharhinus melanopterus","Blacktip reef shark"
878,"Carcharhinus obscurus","Dusky shark"
880,"Carcharhinus plumbeus","Sandbar shark"
882,"Carcharhinus sealei","Blackspot shark"
884,"Carcharhinus sorrah","Spot-tail shark"
960,"Cathorops spixii","Madamango sea catfish"
983,"Caulolatilus chrysops","Atlantic goldeneye tilefish"
984,"Caulolatilus cyanops","Blackline tilefish"
987,"Caulolatilus microps","Grey tilefish"
3539,"Caulolatilus princeps","Ocean whitefish"
14242,"Centriscops humerosus","Banded yellowfish"
6510,"Centriscus scutatus","Grooved razor-fish"
14129,"Centroberyx affinis","Redfish"
14131,"Centroberyx gerrardi","Bight redfish"
14133,"Centroberyx lineatus","Swallow-tail"
10339,"Centrogenys vaigiensis","False scorpionfish"
55,"Centrolabrus exoletus","Rock cook"
16339,"Centrolabrus melanocercus", 
249,"Centrolophus niger","Rudderfish"
648,"Centrophorus granulosus","Gulper shark"
650,"Centrophorus lusitanicus","Lowfin gulper shark"
6384,"Centropogon australis","Eastern fortescue"
1013,"Centropomus ensiferus","Swordspine snook"
1015,"Centropomus pectinatus","Tarpon snook"
345,"Centropomus undecimalis","Common snook"
3316,"Centropristis ocyurus","Bank sea bass"
3317,"Centropristis philadelphica","Rock sea bass"
361,"Centropristis striata","Black seabass"
9222,"Centropyge acanthops","Orangeback angelfish"
3607,"Centropyge argi","Cherubfish"
5454,"Centropyge bicolor","Bicolor angelfish"
5458,"Centropyge bispinosa","Twospined angelfish"
10870,"Centropyge eibli","Blacktail angelfish"
6667,"Centropyge ferrugata","Rusty angelfish"
7813,"Centropyge fisheri","Orange angelfish"
5457,"Centropyge flavissima","Lemonpeel angelfish"
5665,"Centropyge heraldi","Yellow angelfish"
10982,"Centropyge hotumatua","Blackear angelfish"
10990,"Centropyge interrupta","Japanese angelfish"
10997,"Centropyge joculator","Yellowhead angelfish"
7814,"Centropyge loriculus","Flame angel"
6549,"Centropyge multispinis","Dusky angelfish"
6647,"Centropyge nox","Midnight angelfish"
7812,"Centropyge potteri","Russet angelfish"
11111,"Centropyge shepardi","Mango angelfish"
6548,"Centropyge tibicen","Keyhole angelfish"
5447,"Centropyge vrolikii","Pearlscale angelfish"
6443,"Cephalopholis aurantia","Golden hind"
6444,"Cephalopholis boenak","Chocolate hind"
12,"Cephalopholis cruentata","Graysby"
6445,"Cephalopholis cyanostigma","Bluespotted hind"
6446,"Cephalopholis formosa","Bluelined hind"
8816,"Cephalopholis fulva","Coney"
6447,"Cephalopholis hemistiktos","Yellowfin hind"
5366,"Cephalopholis igarashiensis","Garish hind"
6448,"Cephalopholis leopardus","Leopard hind"
6449,"Cephalopholis microprion","Freckled hind"
66482,"Cephalopholis nigripinnis","Blackfin grouper"
8761,"Cephalopholis panamensis","Pacific graysby"
6452,"Cephalopholis polleni","Harlequin hind"
6453,"Cephalopholis sexmaculata","Sixblotch hind"
6455,"Cephalopholis spiloparaea","Strawberry hind"
6456,"Cephalopholis urodeta","Darkfin hind"
 ,"Cephaloscyllium isabellum", 
798,"Cephaloscyllium laticeps","Draughtboard shark"
56,"Cepola macrophthalma","Red bandfish"
46902,"Ceratobregma helenae","Helen's Triplefin"
14876,"Cercamia eremia","Glassy cardinalfish"
547,"Cetengraulis edentulus","Atlantic anchoveta"
548,"Cetengraulis mysticetus","Pacific anchoveta"
90,"Cetorhinus maximus","Basking shark"
5538,"Cetoscarus bicolor","Bicolour parrotfish"
66097,"Cetoscarus ocellatus","Spotted parrotfish"
478,"Chaenodraco wilsoni","Spiny icefish"
13828,"Chaenomugil proboscideus","Snouted mullet"
3712,"Chaenopsis limbaughi","Yellowface pikeblenny"
3713,"Chaenopsis ocellata","Bluethroat pikeblenny"
7975,"Chaetodermis penicilligerus","Prickly leatherjacket"
1024,"Chaetodipterus faber","Atlantic spadefish"
3599,"Chaetodipterus zonatus","Pacific spadefish"
6515,"Chaetodon adiergastos","Philippine butterflyfish"
58164,"Chaetodon andamanensis","Andaman butterflyfish"
6665,"Chaetodon argentatus","Asian butterflyfish"
6516,"Chaetodon assarius","West Australian butterflyfish"
6513,"Chaetodon aureofasciatus","Golden butterflyfish"
5557,"Chaetodon auriga","Threadfin butterflyfish"
6648,"Chaetodon auripes","Oriental butterflyfish"
6514,"Chaetodon austriacus","Blacktail butterflyfish"
5558,"Chaetodon baronessa","Eastern triangular butterflyfish"
5559,"Chaetodon bennetti","Bluelashed butterflyfish"
8015,"Chaetodon blackburnii","Brownburnie"
3602,"Chaetodon capistratus","Foureye butterflyfish"
5561,"Chaetodon citrinellus","Speckled butterflyfish"
7803,"Chaetodon collare","Redtail butterflyfish"
10352,"Chaetodon decussatus","Indian vagabond butterflyfish"
25436,"Chaetodon dialeucos","Oman butterflyfish"
8916,"Chaetodon dolosus","African butterflyfish"
5562,"Chaetodon ephippium","Saddle butterflyfish"
8014,"Chaetodon falcula","Blackwedged butterflyfish"
12274,"Chaetodon fasciatus","Diagonal butterflyfish"
6527,"Chaetodon flavirostris","Black butterflyfish"
5563,"Chaetodon flavocoronatus","Yellow-crowned butterflyfish"
7808,"Chaetodon fremblii","Bluestriped butterflyfish"
12534,"Chaetodon gardineri","Gardner's butterflyfish"
6528,"Chaetodon guentheri","Crochet butterflyfish"
7791,"Chaetodon guttatissimus","Peppered butterflyfish"
5046,"Chaetodon hoefleri","Four-banded butterflyfish"
8278,"Chaetodon humeralis","Threebanded butterflyfish"
61607,"Chaetodon interruptus","Yellow teardrop butterflyfish"
5446,"Chaetodon kleinii","Sunburst butterflyfish"
5564,"Chaetodon lineolatus","Lined butterflyfish"
12538,"Chaetodon litus","Easter Island butterflyfish"
5565,"Chaetodon lunula","Raccoon butterflyfish"
14300,"Chaetodon lunulatus","Oval butterflyfish"
7793,"Chaetodon madagaskariensis","Seychelles butterflyfish"
8013,"Chaetodon marleyi","Doublesash butterflyfish"
5566,"Chaetodon melannotus","Blackback butterflyfish"
12533,"Chaetodon melapterus","Arabian butterflyfish"
5567,"Chaetodon mertensii","Atoll butterflyfish"
5568,"Chaetodon meyeri","Scrawled butterflyfish"
5136,"Chaetodon miliaris","Millet butterflyfish"
7810,"Chaetodon multicinctus","Pebbled butterflyfish"
12535,"Chaetodon nigropunctatus","Black-spotted butterflyfish"
3604,"Chaetodon ocellatus","Spotfin butterflyfish"
5569,"Chaetodon ocellicaudus","Spot-tail butterflyfish"
5570,"Chaetodon octofasciatus","Eightband butterflyfish"
6550,"Chaetodon ornatissimus","Ornate butterflyfish"
5472,"Chaetodon oxycephalus","Spot-nape butterflyfish"
12296,"Chaetodon paucifasciatus","Eritrean butterflyfish"
6606,"Chaetodon pelewensis","Sunset butterflyfish"
6613,"Chaetodon plebeius","Blueblotch butterflyfish"
5571,"Chaetodon punctatofasciatus","Spotband butterflyfish"
5572,"Chaetodon quadrimaculatus","Fourspot butterflyfish"
5573,"Chaetodon rafflesii","Latticed butterflyfish"
6631,"Chaetodon rainfordi","Rainford's butterflyfish"
5574,"Chaetodon reticulatus","Mailed butterflyfish"
3605,"Chaetodon sedentarius","Reef butterflyfish"
6634,"Chaetodon selene","Yellow-dotted butterflyfish"
5575,"Chaetodon semeion","Dotted butterflyfish"
12300,"Chaetodon semilarvatus","Bluecheek butterflyfish"
5576,"Chaetodon speculum","Mirror butterflyfish"
3606,"Chaetodon striatus","Banded butterflyfish"
5577,"Chaetodon tinkeri","Hawaiian butterflyfish"
7805,"Chaetodon triangulum","Triangle butterflyfish"
12537,"Chaetodon trichrous","Tahiti butterflyfish"
6636,"Chaetodon tricinctus","Three-striped butterflyfish"
5578,"Chaetodon trifascialis","Chevron butterflyfish"
5579,"Chaetodon trifasciatus","Melon butterflyfish"
5580,"Chaetodon ulietensis","Pacific double-saddle butterflyfish"
5581,"Chaetodon unimaculatus","Teardrop butterflyfish"
5582,"Chaetodon vagabundus","Vagabond butterflyfish"
6666,"Chaetodon wiebeli","Hongkong butterflyfish"
7794,"Chaetodon xanthocephalus","Yellowhead butterflyfish"
6508,"Chaetodon xanthurus","Pearlscale butterflyfish"
8933,"Chaetodon zanzibarensis","Zanzibar butterflyfish"
10819,"Chaetodontoplus conspicillatus","Conspicuous angelfish"
10823,"Chaetodontoplus duboulayi","Scribbled angelfish"
10851,"Chaetodontoplus meredithi","Queensland yellowtail angelfish"
5660,"Chaetodontoplus mesoleucus","Vermiculated angelfish"
10828,"Chaetodontoplus personifer","Blueface angelfish"
11124,"Chaetodontoplus septentrionalis","Bluestriped angelfish"
17454,"Chalixodytes tauensis","Saddled sandburrower"
5133,"Champsocephalus esox","Pike icefish"
477,"Channichthys rhinoceratus","Unicorn icefish"
1323,"Chascanopsetta lugubris","Pelican flounder"
60813,"Cheilinus abudjubbe", 
5598,"Cheilinus chlorourus","Floral wrasse"
12780,"Cheilinus lunulatus","Broomtail wrasse"
5602,"Cheilinus oxycephalus","Snooty wrasse"
5604,"Cheilinus undulatus","Humphead wrasse"
5623,"Cheilio inermis","Cigar wrasse"
 ,"Cheilodactylus ephippium", 
14284,"Cheilodactylus fasciatus","Redfingers"
 ,"Cheilodactylus francisi", 
 ,"Cheilodactylus fuscus", 
 ,"Cheilodactylus gibbosus", 
 ,"Cheilodactylus nigripes", 
25446,"Cheilodactylus pixi","Barred fingerfin"
 ,"Cheilodactylus plessisi", 
 ,"Cheilodactylus rubrolabiatus", 
 ,"Cheilodactylus spectabilis", 
461,"Cheilodactylus variegatus","Peruvian morwong"
 ,"Cheilodactylus vestitus", 
 ,"Cheilodactylus vittatus", 
 ,"Cheilodactylus zebra", 
 ,"Cheilodactylus zonatus", 
6669,"Cheilodipterus arabicus","Tiger cardinal"
5780,"Cheilodipterus artus","Wolf cardinalfish"
12877,"Cheilodipterus intermedius","Intermediate cardinalfish"
5779,"Cheilodipterus isostigmus","Dog-toothed cardinalfish"
12630,"Cheilodipterus lachneri", 
5781,"Cheilodipterus macrodon","Large toothed cardinalfish"
12878,"Cheilodipterus nigrotaeniatus", 
12879,"Cheilodipterus parazonatus","Mimic cardinal"
5482,"Cheilodipterus quinquelineatus","Five-lined cardinalfish"
5782,"Cheilodipterus singapurensis","Truncate cardinalfish"
10307,"Cheilopogon agoo","Japanese flyingfish"
1030,"Cheilopogon melanurus","Atlantic flyingfish"
23049,"Cheilopogon unicolor","Limpid-wing flyingfish"
5684,"Cheiloprion labiatus","Big-lip damsel"
444,"Cheimerius nufar","Santer seabream"
5504,"Chelidonichthys capensis","Cape gurnard"
507,"Chelidonichthys kumu","Bluefin gurnard"
5081,"Chelidonichthys lastoviza","Streaked gurnard"
4598,"Chelidonichthys spinosus","Spiny red gurnard"
6650,"Chelmon marginalis","Margined coralfish"
6651,"Chelmon muelleri","Blackfin coralfish"
5483,"Chelmon rostratus","Copperband butterflyfish"
25434,"Chelmonops curiosus","Western talma"
10286,"Chelmonops truncatus","Eastern talma"
1735,"Chelon auratus","Golden grey mullet"
4583,"Chelon ramada","Thinlip grey mullet"
5146,"Chelon richardsonii","South African mullet"
1736,"Chelon saliens","Leaping mullet"
6610,"Chelonodon patoca","Milkspotted puffer"
4299,"Chilomycterus antennatus","Bridled burrfish"
4300,"Chilomycterus antillarum","Web burrfish"
10206,"Chilomycterus reticulatus","Spotfin burrfish"
6407,"Chilomycterus schoepfii","Striped burrfish"
2605,"Chilorhinus suensonii","Seagrass eel"
2503,"Chimaera monstrosa","Rabbit fish"
7108,"Chionobathyscus dewitti", 
7109,"Chionodraco hamatus", 
7110,"Chionodraco myersi","Myers' icefish"
476,"Chionodraco rastrospinosus","Ocellated icefish"
1452,"Chirocentrus nudus","Whitefin wolf-herring"
7654,"Chirodactylus brachydactylus","Two-tone fingerfin"
57,"Chirolophis ascanii","Yarrell's blenny"
47017,"Chironemus maculosus","Silver spot"
47002,"Chironemus marmoratus","Kelpfish"
27505,"Chironemus microlepis","Smallscale kelpfish"
63115,"Chlidichthys chagosensis","Chagos dottyback"
385,"Chloroscombrus chrysurus","Atlantic bumper"
1937,"Chloroscombrus orqueta","Pacific bumper"
7907,"Chlorurus atrilunula","Bluemoon parrotfish"
4976,"Chlorurus bleekeri","Bleeker's parrotfish"
5542,"Chlorurus bowersi","Bower's parrotfish"
25677,"Chlorurus capistratoides","Indian parrotfish"
7910,"Chlorurus enneacanthus","Captain parrotfish"
5547,"Chlorurus frontalis","Pacific slopehead parrotfish"
14382,"Chlorurus genazonatus","Sinai parrotfish"
4979,"Chlorurus gibbus","Heavybeak parrotfish"
4978,"Chlorurus japanensis","Palecheek parrotfish"
60479,"Chlorurus microrhinos","Steephead parrots"
7829,"Chlorurus perspicillatus","Spectacled parrotfish"
47069,"Chlorurus rhakoura","Raggedfin parrotfish"
66478,"Chlorurus spilurus","Pacific bullethead parrotfish"
12833,"Chlorurus strongylocephalus","Steephead parrotfish"
4977,"Chlorurus troschelii","Troschel's parrotfish"
5502,"Choerodon anchorago","Orange-dotted tuskfish"
49409,"Choerodon azurio","Azurio tuskfish"
59634,"Choerodon cauteroma","Bluespotted tuskfish"
10848,"Choerodon cephalotes","Purple tuskfish"
12934,"Choerodon cyanodus","Blue tuskfish"
12722,"Choerodon fasciatus","Harlequin tuskfish"
8128,"Choerodon graphicus","Graphic tuskfish"
6597,"Choerodon jordani","Jordan's tuskfish"
6615,"Choerodon monostigma","Dark-spot tuskfish"
6926,"Choerodon robustus","Robust tuskfish"
25756,"Choerodon rubescens","Baldchin groper"
6433,"Choerodon schoenleinii","Blackspot tuskfish"
12935,"Choerodon venustus","Venus tuskfish"
10853,"Choerodon vitta","Redstripe tuskfish"
51738,"Choerodon zosterophorus","Zoster wrasse"
5958,"Choeroichthys brachysoma","Short-bodied pipefish"
5410,"Choeroichthys sculptus","Sculptured pipefish"
46846,"Chriolepis semisquamata","Secret goby"
58941,"Chromis abrupta", 
5668,"Chromis acares","Midget chromis"
69154,"Chromis agilis","Agile chromis"
5670,"Chromis alpha","Yellow-speckled chromis"
11853,"Chromis alta","Oval damselfish"
5671,"Chromis amboinensis","Ambon chromis"
6551,"Chromis analis","Yellow chromis"
8279,"Chromis atrilobata","Scissortail damselfish"
5450,"Chromis atripectoralis","Black-axil chromis"
4982,"Chromis atripes","Dark-fin chromis"
26704,"Chromis bami", 
5672,"Chromis caudalis","Blue-axil chromis"
1706,"Chromis chromis","Damselfish"
6656,"Chromis chrysura","Stout chromis"
11858,"Chromis cinerascens","Green puller"
11859,"Chromis crusma","Valparaiso chromis"
3642,"Chromis cyanea","Blue chromis"
5673,"Chromis delta","Deep reef chromis"
11861,"Chromis dimidiata","Chocolatedip chromis"
56865,"Chromis dispilus","Demoiselle"
4983,"Chromis elerae","Twinspot chromis"
 ,"Chromis enchrysura", 
26638,"Chromis flavaxilla","Arabian chromis"
11863,"Chromis flavipectoralis","Malayan chromis"
12418,"Chromis flavomaculata","Yellow-spotted chromis"
10842,"Chromis fumea","Smokey chromis"
7817,"Chromis hanui","Chocolate-dip Chromis"
9218,"Chromis hypsilepis","Brown puller"
3644,"Chromis insolata","Sunshinefish"
8126,"Chromis iomelas","Half-and-half chromis"
11866,"Chromis klunzingeri","Black-headed chromis"
5674,"Chromis lepidolepis","Scaly chromis"
11868,"Chromis limbata","Azores chromis"
11869,"Chromis limbaughi","Limbaugh's damselfish"
5128,"Chromis lineata","Lined chromis"
5675,"Chromis margaritifer","Bicolor chromis"
1121,"Chromis multilineata","Brown chromis"
12424,"Chromis nigrura","Blacktail chromis"
9225,"Chromis nitida","Barrier reef chromis"
12425,"Chromis notata","Pearl-spot chromis"
12427,"Chromis opercularis","Doublebar chromis"
7818,"Chromis ovalis","Hawaiian chromis"
6927,"Chromis ovatiformes","Ovate chromis"
26693,"Chromis pamae", 
12428,"Chromis pelloura","Duskytail chromis"
12429,"Chromis pembae","Pemba chromis"
3646,"Chromis punctipinnis","Blacksmith"
9226,"Chromis randalli","Randall's chromis"
5676,"Chromis retrofasciata","Black-bar chromis"
12431,"Chromis scotochiloptera","Philippines chromis"
3647,"Chromis scotti","Purple reeffish"
5677,"Chromis ternatensis","Ternate chromis"
5678,"Chromis vanderbilti","Vanderbilt's chromis"
7819,"Chromis verater","Threespot chromis"
5679,"Chromis viridis","Blue green damselfish"
5680,"Chromis weberi","Weber's chromis"
12433,"Chromis westaustralis","West Australian chromis"
5681,"Chromis xanthochira","Yellow-axil chromis"
12436,"Chromis xanthopterygia","Yellowfin chromis"
5682,"Chromis xanthura","Paletail chromis"
12437,"Chromis xutha","Buff chromis"
5693,"Chrysiptera biocellata","Twinspot damselfish"
12521,"Chrysiptera bleekeri","Bleeker's damsel"
5697,"Chrysiptera brownriggii","Surge damselfish"
68002,"Chrysiptera caesifrons","Greyback damsel"
5695,"Chrysiptera cyanea","Sapphire devil"
11966,"Chrysiptera flavipinnis","Yellowfin damselfish"
12439,"Chrysiptera galba","Canary demoiselle"
5696,"Chrysiptera glauca","Grey demoiselle"
6919,"Chrysiptera hemicyanea","Azure demoiselle"
12447,"Chrysiptera notialis","Southern demoiselle"
5698,"Chrysiptera oxycephala","Blue-spot demoiselle"
12448,"Chrysiptera parasema","Goldtail demoiselle"
5699,"Chrysiptera rex","King demoiselle"
5486,"Chrysiptera rollandi","Rolland's demoiselle"
12450,"Chrysiptera springeri","Springer's demoiselle"
6601,"Chrysiptera starcki","Starck's demoiselle"
5700,"Chrysiptera talboti","Talbot's demoiselle"
12451,"Chrysiptera taupou","Southseas devil"
5701,"Chrysiptera traceyi","Tracey's demoiselle"
6602,"Chrysiptera tricincta","Threeband damselfish"
5702,"Chrysiptera unimaculata","Onespot demoiselle"
5528,"Chrysoblephus anglicus","Englishman seabream"
5529,"Chrysoblephus laticeps","Roman seabream"
1290,"Ciliata mustela","Fivebeard rockling"
1873,"Ciliata septentrionalis","Northern rockling"
26675,"Cilus gilberti","Corvina drum"
25760,"Cirrhilabrus balteatus","Girdled wrasse"
64182,"Cirrhilabrus beauperryi","Beau’s wrasse"
25759,"Cirrhilabrus blatteus","Purple-boned wrasse"
5106,"Cirrhilabrus cyanopleura","Blueside wrasse"
5614,"Cirrhilabrus exquisitus","Exquisite wrasse"
46517,"Cirrhilabrus flavidorsalis","Yellowfin fairy wrasse"
7768,"Cirrhilabrus jordani","Flame wrasse"
7582,"Cirrhilabrus katherinae","Katherine's wrasse"
13023,"Cirrhilabrus laboutei","Laboute's wrasse"
13027,"Cirrhilabrus lineatus","Purplelined wrasse"
59637,"Cirrhilabrus morrisoni","Morrison's wrasse"
13028,"Cirrhilabrus punctatus","Dotted wrasse"
25031,"Cirrhilabrus randalli","Randall's wrasse"
12728,"Cirrhilabrus scottorum","Scott's wrasse"
60815,"Cirrhilabrus solorensis","Red-eye wrasse"
5484,"Cirrhilabrus temminckii","Threadfin wrasse"
54193,"Cirrhilabrus walindi","Walindi fairy-warsse"
6604,"Cirrhitichthys aprinus","Spotted hawkfish"
5445,"Cirrhitichthys falco","Dwarf hawkfish"
5830,"Cirrhitichthys oxycephalus","Coral hawkfish"
7792,"Cirrhitops fasciatus","Redbarred hawkfish"
12693,"Cirrhitops hubbardi", 
5831,"Cirrhitus pinnulatus","Stocky hawkfish"
6408,"Cirrhitus rivulatus","Giant hawkfish"
46785,"Cirriemblemaria lucasana","Plume blenny"
